id,far_part,flt_plan_filed,acft_make,acft_model,total_seats,num_eng,fixed_retractable,cert_max_gr_wt,acft_category,homebuilt,type_last_insp,afm_hrs_last_insp,afm_hrs,elt_install,elt_type,oper_dba,certs_held,type_fly,second_pilot,dprt_apt_id,dprt_time,dest_apt_id,site_seeing,air_medical,flight_hours_mean,crew_category,crew_sex,pc_profession,crew_tox_perf,mr_faa_med_certf,available_restraint,eng_no,eng_type,eng_mfgr,eng_model,power_units,hp_or_lbs,carb_fuel_injection,propeller_type,subcategory_no
20110703X940211,091,NONE,BARKER A E,B-2,2.0,1.0,FIXD,,AIR,Y,UNK,,,,,,Y,PERS,N,5C1 ,,5C1 ,N,N,0.0,PLT,M,Yes,N,,,1,REC,LYCOMING,O-290 SERIES,140.0,HP,,,4
20150512X846421,091,NONE,CHAMPION,7ECA,2.0,1.0,FIXD,1650.0,AIR,N,UNK,,,Y,C91,,Y,PERS,N,EAT ,1840.0,80T ,N,N,2863.0,PLT,,No,N,,3,1,REC,Lycoming,O-290-D2B,140.0,HP,CARB,FIXP,6
20171108X527381,091,NONE,PIPER,PA28,4.0,1.0,FIXD,2150.0,AIR,N,ANNL,334.0,,Y,UNK,,Y,PERS,N,HAO ,1300.0,I69 ,N,N,11828.0,PLT,M,No,N,,L,1,REC,LYCOMING,O-320-E2A,140.0,HP,CARB,,6
20190805X132521,091,NONE,Piper,PA28,4.0,1.0,FIXD,2150.0,AIR,N,UNK,,9800.0,Y,UNK,,Y,INST,Y,TMB ,1340.0,TMB ,N,N,819.2999992370605,FLTI,M,Yes,N,,L,1,REC,Lycoming,O-320,140.0,HP,CARB,,6
20110708X046561,091,NONE,DEHAVILLAND,DHC-1,2.0,1.0,FIXD,,AIR,N,UNK,,,,UNK,,Y,PERS,N,1K1 ,1530.0,1K1 ,N,N,850.0,PLT,M,UNK,N,,,1,REC,DEHAV ENG,GIPSY MAJOR,140.0,HP,CARB,,4
20150923X657551,091,NONE,PIPER,PA 28,4.0,1.0,FIXD,2150.0,AIR,N,ANNL,5.0,2937.489990234375,Y,C91A,,Y,PERS,N,EKO ,2026.0,MAN ,N,N,250.0,PLT,M,No,Y,,3,1,REC,LYCOMING,O-320-E3D,140.0,HP,CARB,FIXP,4
20080812X012221,091,NONE,PIPER,PA-12,2.0,1.0,FIXD,,AIR,N,ANNL,,1970.0,,UNK,,Y,PERS,N,3M5 ,1940.0,3M5 ,N,N,1077.0,PLT,M,No,Y,,,1,REC,Lycoming,O-290-D2,140.0,HP,CARB,,6
20101019X439101,091,NONE,PIPER,PA-12,3.0,1.0,FIXD,1935.0,AIR,N,ANNL,,2054.0,Y,,,Y,INST,Y,PAMR,1130.0,PAMR,N,N,286.5,FLTI,M,Yes,N,,,1,REC,LYCOMING,O-290 SERIES,140.0,HP,,,4
20120920X518301,091,NONE,PIPER,PA-14,4.0,1.0,FIXD,1850.0,AIR,N,ANNL,171.0,3782.0,Y,UNK,,Y,PERS,N,S78 ,2140.0,S78 ,N,N,35000.0,PLT,M,No,N,,,1,REC,LYCOMING,O-290 SERIES,140.0,HP,CARB,,4
20150424X815271,091,NONE,PIPER,PA 28-140,4.0,1.0,FIXD,2150.0,AIR,N,ANNL,8.0,3622.0,,,,Y,PERS,N,77S ,2345.0,VUO ,N,N,288.1000061035156,PLT,M,No,Y,,U,1,REC,LYCOMING,O-320-E2A,140.0,HP,CARB,FIXP,4
20090428X125521,091,UNK,PIPER,PA-18-135,2.0,1.0,FIXD,1750.0,AIR,N,UNK,,,,UNK,,Y,PERS,N,4AK6,1830.0,4AK6,N,N,87.0,DSTU,M,No,N,,,1,REC,LYCOMING,O-290 SERIES,140.0,HP,CARB,,4
20120212X700151,091,NONE,PIPER,PA-18-135,2.0,1.0,FIXD,1750.0,AIR,N,ANNL,0.0,3696.0,Y,UNK,,Y,PERS,N,WA90,2300.0,WA90,N,N,1071.0,PLT,M,No,N,,,1,REC,LYCOMING,O-320 SERIES,140.0,HP,CARB,,6
20100427X556401,091,NONE,PIPER,PA-22-135,4.0,1.0,FIXD,1900.0,AIR,N,ANNL,8.0,3366.0,Y,UNK,,Y,PERS,N,76N ,1645.0,N30 ,N,N,529.0,PLT,M,No,N,,,1,REC,LYCOMING,O-290 SERIES,140.0,HP,,,6
20090608X557121,091,NONE,MEUER MARK,SA900 V ST,1.0,1.0,FIXD,1320.0,AIR,N,ANNL,,60.0,N,UNK,,Y,PERS,N,THA ,1045.0,BGF ,N,N,535.0,PLT,M,No,N,,,1,REC,LYCOMING,O-290 SERIES,140.0,HP,,,6
20171106X724321,091,NONE,MAURER ELMO A,V STAR SA900,1.0,1.0,FIXD,1000.0,AIR,Y,COND,,1584.0,N,,,Y,PERS,N,9N1 ,1700.0,9N1 ,N,N,700.0,PLT,M,No,N,CL3 ,5,1,REC,LYCOMING,O-290 SERIES,140.0,HP,CARB,,6
20160518X520061,091,NONE,MILLS GREGORY T,AIR COMMANDER LRT,2.0,1.0,FIXD,1130.0,GYRO,Y,COND,,250.0,N,,,Y,PERS,N,GA39,2130.0,GA39,N,N,352.0,PLT,M,No,N,NONE,4,1,REC,Yamaha,Genesis 4,140.0,HP,CARB,FIXP,6
20200128X950481,091,NONE,GLASAIR,1,2.0,1.0,FIXD,1900.0,AIR,N,COND,,500.0,Y,UNK,,Y,PERS,N,ADS ,2220.0,GVT ,N,N,230.0,PLT,M,No,N,,4,1,REC,ECI,OX-360,180.0,HP,CARB,CONP,6
20190704X632441,091,NONE,Beech,23,4.0,1.0,FIXD,2330.0,AIR,N,ANNL,21.0,2221.0,Y,,,Y,PERS,N,5A6 ,1830.0,3MS5,N,N,520.0,PLT,M,No,N,,U,1,REC,Lycoming,O&VO-360 SER,180.0,HP,CARB,,4
20200109X137051,091,NONE,Beech,23,4.0,1.0,FIXD,2450.0,AIR,N,ANNL,,2583.449951171875,Y,C91,,Y,INST,Y,CPK ,1525.0,CPK ,N,N,562.0,PLT,M,No,N,,3,1,REC,Lycoming,O-360,180.0,HP,CARB,,6
20200627X122091,091,NONE,Beech,23,4.0,1.0,FIXD,2450.0,AIR,N,ANNL,,3426.0,Y,UNK,,Y,PERS,N,DVN ,1411.0,DLL ,N,N,145.0,PLT,M,No,N,,3,1,REC,Lycoming Engines ,O-360-A4K,180.0,HP,CARB,FIXP,6
20150317X531531,091,NONE,BEECH,76,4.0,2.0,RETR,3900.0,AIR,N,ANNL,,9107.0,Y,,,Y,PERS,N,1C5 ,2230.0,EFT ,N,N,1593.0,PLT,,No,N,,3,1,REC,LYCOMING,O&VO-360 SER,180.0,HP,CARB,CONP,6
20161107X213011,091,NONE,BEECH,76,4.0,2.0,RETR,3800.0,AIR,N,UNK,,,Y,C91,Wings Flight School,Y,INST,Y,VCB ,1700.0,VCB ,N,N,14250.0,FLTI,M,Yes,N,,3,1,REC,LYCOMING,O-360,180.0,HP,CARB,,6
20161230X434421,091,NONE,BEECH,76,4.0,2.0,RETR,3900.0,AIR,N,100H,27.0,10534.0,Y,C91A,,Y,INST,Y,X35 ,1515.0,CGC ,N,N,13072.5,PLT,M,UNK,N,,,1,REC,Lycoming ,LO-360-A1G6D,180.0,HP,CARB,CONP,6
20180430X121161,091,NONE,BEECH,76,4.0,2.0,RETR,3900.0,AIR,N,ANNL,,2377.5,Y,UNK,,Y,INST,Y,VCB ,1730.0,VCB ,N,N,1221.5,FLTI,M,Yes,N,,3,1,REC,LYCOMING,O-360-A1G6D,180.0,HP,CARB,CONP,4
20180511X434191,091,NONE,BEECH,76,4.0,2.0,RETR,3916.0,AIR,N,ANNL,13.0,14150.900390625,Y,C91A,,Y,INST,Y,APV ,232.0,SEE ,N,N,1095.0,FLTI,M,Yes,Y,,3,1,REC,LYCOMING,O-360-A1G6D,180.0,HP,CARB,CONP,6
20191104X622551,091,IFR,Beech,76,4.0,2.0,RETR,3900.0,AIR,N,ANNL,,11508.0,Y,UNK,,Y,PERS,Y,HXD ,2340.0,TMB ,N,N,1401.5,PLT,M,Yes,N,,3,1,REC,Lycoming,O360-A1G6D,180.0,HP,CARB,CONP,6
20200116X508211,091,NONE,Beech,76,,2.0,FIXD,3900.0,AIR,N,100H,10.0,8478.0,,,,Y,INST,Y,SET ,1700.0,SET ,N,N,8124.5,PLT,M,No,N,,,1,REC,Amateur/Experimental,Unknown,180.0,HP,CARB,,6
20100215X450171,091,NONE,AVIAT,A1,,1.0,FIXD,2200.0,AIR,N,,,,,,,Y,PERS,Y,T74 ,,AUS ,N,N,1980.5,PLT,M,No,N,,,1,REC,Lycoming,O-360-A1P,180.0,HP,CARB,,4
20120109X036051,091,NONE,AVIAT,A1,2.0,1.0,FIXD,2000.0,AIR,N,ANNL,,527.0,Y,,,Y,PERS,N,PVT ,2300.0,MTJ ,N,N,3463.0,PLT,M,No,N,,,1,REC,Lycoming,O&VO-360AIP,180.0,HP,CARB,,6
20150921X141391,091,NONE,AVIAT,A1,2.0,1.0,FIXD,2000.0,AIR,N,ANNL,,721.0,Y,C126,,Y,PERS,N,AFO ,1530.0,RKS ,N,N,3400.0,PLT,,No,N,,4,1,REC,Lycoming,O-360-A1P,180.0,HP,CARB,CONP,6
20151215X643381,091,NONE,AVIAT,A1,2.0,1.0,FIXD,1984.0,AIR,N,ANNL,25.0,9226.5,Y,C91,,Y,PERS,N,,1430.0,00F ,N,N,834.0,PLT,M,No,N,,5,1,REC,LYCOMING,O-360-C1G,180.0,HP,CARB,CONP,6
20200222X952411,091,NONE,Aviat,A1,2.0,1.0,FIXD,1890.0,AIR,N,100H,41.0,1103.0,Y,C126,,Y,PERS,N,CPU ,2245.0,O22 ,N,N,3565.0,PLT,M,No,N,,5,1,REC,Lycoming,O-360-A1D,180.0,HP,CARB,CONP,6
20170627X928521,091,NONE,BRANTLY,B2,2.0,1.0,FIXD,1670.0,HELI,N,ANNL,,837.5,N,,,Y,AOBV,N,SMK ,,SMK ,N,N,494.1000061035156,PLT,M,No,N,,L,1,REC,Lycoming,IVO-360-A1A,180.0,HP,FINJ,,2
20191104X204121,091,NONE,Pitts,S1,1.0,1.0,FIXD,1150.0,AIR,Y,ANNL,,920.0,Y,C91,,Y,PERS,N,PGA ,1820.0,UT25,N,N,1700.0,PLT,F,Yes,N,,5,1,REC,Lycoming,AEIO-360-B4A,180.0,HP,FINJ,FIXP,6
20110725X627031,091,UNK,AERO COMMANDER,100,4.0,1.0,FIXD,,AIR,N,ANNL,,714.0,Y,UNK,,Y,INST,Y,AQO ,,AQO ,N,N,1470.0,PLT,M,No,N,,,1,REC,LYCOMING,O-320 SERIES,180.0,HP,CARB,,6
20200604X829571,091,NONE,Stinson,108,4.0,1.0,FIXD,2150.0,AIR,N,UNK,,4000.0,Y,C126,,Y,PERS,N,YKM ,1830.0,YKM ,N,N,2116.0,PLT,M,No,N,,4,1,REC,Lycoming,O-360 A1A,180.0,HP,CARB,FIXP,6
20100810X212391,091,NONE,CESSNA,170,4.0,1.0,FIXD,2200.0,AIR,N,ANNL,35.0,3570.0,Y,UNK,,Y,PERS,N,KFMN,2035.0,KU42,N,N,3500.0,PLT,M,Yes,N,,,1,REC,Lycoming,O-360 series,180.0,HP,CARB,,6
20180825X710411,091,NONE,Cessna,170,4.0,1.0,FIXD,2200.0,AIR,N,ANNL,,4137.0,Y,,,Y,PERS,N,S33 ,1845.0,S39 ,N,N,145.0,PLT,M,No,N,,L,1,REC,Lycoming,O-360-A1A,180.0,HP,CARB,CONP,6
20080528X007431,091,NONE,Cessna,172,,1.0,FIXD,,AIR,N,,,,,,,Y,PERS,,PAMR,,PABV,N,N,122.0,PLT,M,,N,,,1,REC,Lycoming,O-360-A1A,180.0,HP,,,6
20081103X919111,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,100H,,2321.0,Y,,,Y,INST,,KAVL,1940.0,KAVL,N,N,18.0,DSTU,M,No,N,,,1,REC,LYCOMING,IO360,180.0,HP,CARB,,4
20081107X300331,091,IFR,CESSNA,172,4.0,1.0,FIXD,2407.0,AIR,N,100H,,699.0,Y,UNK,,Y,PERS,,KMTN,2300.0,KFDK,N,N,300.0,PLT,M,Yes,N,,,1,REC,Lycoming,IO-360-L2A,180.0,HP,FINJ,,4
20090202X027171,091,UNK,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,100H,,3136.0,Y,UNK,Eagle Aircraft,Y,INST,Y,VPZ ,1650.0,VPZ ,N,N,3204.0,PLT,M,Yes,N,,,1,REC,LYCOMING,IO360,180.0,HP,FINJ,,6
20090715X843571,091,VFR,CESSNA,172,4.0,1.0,FIXD,2500.0,AIR,N,100H,24.0,2363.0,Y,UNK,,Y,INST,N,JYO ,2000.0,THV ,N,N,48.0,DSTU,M,No,N,,,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,,4
20090818X603511,091,VFR,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,100H,,1288.0,Y,,,Y,PERS,N,KCYS,1515.0,KAPA,N,N,157.0,PLT,M,No,N,,,1,REC,LYCOMING,IO-360,180.0,HP,FINJ,,6
20100329X902001,091,NONE,CESSNA,172,4.0,1.0,FIXD,2558.0,AIR,N,100H,43.0,2556.0,Y,UNK,,Y,INST,N,GON ,1450.0,FRG ,N,N,34.0,DSTU,M,No,N,,,1,REC,LYCOMING,IO-360,180.0,HP,FINJ,,6
20100401X510161,091,UNK,CESSNA,172,4.0,1.0,FIXD,2558.0,AIR,N,ANNL,,1620.0,Y,UNK,,Y,INST,N,SRQ ,,SRQ ,N,N,47.0,PLT,M,No,N,,,1,REC,LYCOMING,IO-360,180.0,HP,FINJ,,6
20100428X643091,091,VFR,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,ANNL,42.0,17174.0,Y,UNK,,Y,PERS,N,IYK ,1800.0,VGT ,N,N,1544.0,PLT,M,Yes,N,,,1,REC,LYCOMING,O-360,180.0,HP,CARB,,6
20100623X906051,091,NONE,CESSNA,172,4.0,1.0,FIXD,2388.0,AIR,N,ANNL,5.0,1975.0,Y,UNK,,Y,INST,Y,EVB ,1720.0,EVB ,N,N,2720.5,FLTI,M,Yes,N,,,1,REC,LYCOMING,IO360-L2A,180.0,HP,FINJ,,4
20100808X424521,091,UNK,CESSNA,172,4.0,1.0,FIXD,2400.0,AIR,N,UNK,,,,,,Y,PERS,N,1A0 ,,1A0 ,N,N,36.0,DSTU,M,No,N,,,1,REC,LYCOMING,O320,180.0,HP,CARB,,4
20101230X051391,135,NONE,CESSNA,172,4.0,1.0,FIXD,2400.0,AIR,N,UNK,,906.0,Y,UNK,,Y,,N,TUPJ,1600.0,STT ,N,N,611.0,PLT,M,Yes,N,,,1,REC,LYCOMING,IO-360,180.0,HP,FINJ,,2
20130321X808561,091,VFR,CESSNA,172,,1.0,FIXD,,AIR,N,ANNL,50.0,3790.0,Y,UNK,,Y,INST,N,DVT ,1630.0,E63 ,N,N,51.0,DSTU,M,Yes,N,,,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,,2
20130404X550081,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,ANNL,13.0,3258.0,Y,,,Y,INST,Y,DVT ,1630.0,DVT ,N,N,156.5,FLTI,,Yes,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,4
20131125X220431,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,100H,28.0,5586.0,Y,UNK,,Y,PERS,N,KNEW,,KNEW,N,N,172.0,PLT,,No,N,,3,1,REC,Lycoming,IO-360-L2A,180.0,HP,FINJ,FIXP,4
20140407X035221,091,NONE,CESSNA,172,4.0,1.0,FIXD,2558.0,AIR,N,AAIP,,3605.0,Y,,,Y,INST,N,KGFK,1730.0,KGFK,N,N,230.0,FLTI,,Yes,N,,3,1,REC,Lycoming,IO-360-L2A,180.0,HP,FINJ,,4
20141109X224591,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,COAW,44.0,4263.2998046875,Y,C91A,,Y,INST,Y,OKV ,2222.0,HSP ,N,N,2982.4000492095947,FLTI,,Yes,Y,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,4
20150922X143121,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,100H,7.0,5542.0,Y,C91,,Y,PERS,N,7N8 ,2230.0,MMU ,N,N,1550.0,PLT,M,Yes,Y,,3,1,REC,LYCOMING,IO-360,180.0,HP,FINJ,FIXP,6
20151116X637111,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,100H,,2837.300048828125,Y,C91A,,Y,PERS,N,FFZ ,2000.0,FFZ ,N,N,398.0,PLT,M,No,N,,3,1,REC,Lycoming,IO-360-L2A,180.0,HP,FINJ,FIXP,6
20160104X110271,091,NONE,CESSNA,172,4.0,1.0,FIXD,2299.0,AIR,N,ANNL,75.0,2074.199951171875,Y,C126,,Y,PERS,N,MRI ,,MRI ,N,N,140.0,PLT,M,No,N,,3,1,REC,LYCOMING,IO360 SER A&C,180.0,HP,FINJ,FIXP,5
20160105X949151,091,NONE,CESSNA,172,4.0,1.0,FIXD,2299.0,AIR,N,100H,,8347.0,Y,C91,,Y,PERS,N,IKV ,1530.0,TNU ,N,N,121.0,PLT,M,No,N,,3,1,REC,Lycoming,IO-360,180.0,HP,FINJ,FIXP,6
20160120X306091,091,VFR,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,AAIP,,1478.699951171875,Y,C126,,Y,INST,N,DAB ,1300.0,DHN ,N,N,161.0,DSTU,M,No,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,6
20160201X132341,091,NONE,CESSNA,172,4.0,1.0,FIXD,2450.0,AIR,N,,,5841.0,,,,Y,PERS,N,COI ,1418.0,COI ,N,N,27.700000762939453,DSTU,M,No,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,6
20160218X620221,091,NONE,CESSNA,172,4.0,1.0,FIXD,2299.0,AIR,N,ANNL,,6232.2998046875,Y,C91A,,Y,INST,N,PHF ,,PHF ,N,N,24.0,DSTU,M,No,N,,3,1,REC,Lycoming,IO-360-L2A,180.0,HP,FINJ,FIXP,6
20160324X713131,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,100H,,,Y,C91A,Frederick Flight Center,Y,INST,N,FDK ,1700.0,FDK ,N,N,52.0,DSTU,M,No,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,6
20160411X245241,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,ANNL,,3750.0,Y,C91,,Y,PERS,N,OGB ,1200.0,OGB ,N,N,100.0,PLT,M,No,N,,3,1,REC,Lycoming,O-360-A4M,180.0,HP,CARB,FIXP,6
20160505X153241,091,NONE,CESSNA,172,4.0,1.0,FIXD,2300.0,AIR,N,ANNL,,4981.7998046875,Y,C91,,Y,PERS,N,BOI ,2250.0,BOI ,N,N,288.5,PLT,M,No,N,,4,1,REC,Lycoming,O-360-A3A,180.0,HP,CARB,CONP,6
20160523X658161,091,NONE,CESSNA,172,4.0,1.0,FIXD,2300.0,AIR,N,ANNL,,2989.5,Y,C126,,Y,PERS,Y,OUN ,1412.0,SNL ,N,N,3101.5,PLT,M,No,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,2
20160608X404011,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,100H,,7100.0,Y,,,Y,PERS,N,75AR,2120.0,JBR ,N,N,3989.0,PLT,M,Yes,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,4
20160609X346411,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,ANNL,,3123.5,Y,,,Y,INST,Y,HQU ,140.0,HQU ,N,N,781.0,FLTI,M,Yes,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,6
20160711X802131,091,NONE,CESSNA,172,4.0,1.0,FIXD,2300.0,AIR,N,ANNL,,16489.0,Y,C91,,Y,PERS,N,MYF ,2140.0,EMT ,N,N,348.0,PLT,M,No,N,,3,1,REC,LYCOMING,O-320-H2AD,180.0,HP,CARB,FIXP,2
20160725X608571,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,ANNL,,7944.0,Y,,Air Associates of Missouri,Y,INST,N,SUS ,1955.0,SUS ,N,N,31.700000762939453,DSTU,F,No,N,,3,1,REC,LYCOMING,IO-360-L2A ,180.0,HP,FINJ,FIXP,6
20160801X119471,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,100H,,4646.2001953125,Y,C91,,Y,PERS,N,MMU ,,TEB ,N,N,1670.0,PLT,M,Yes,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,4
20160804X628131,091,NONE,CESSNA,172,4.0,1.0,FIXD,2558.0,AIR,N,100H,,,Y,UNK,,Y,INST,N,CNO ,1550.0,TRM ,N,N,48.0,DSTU,M,No,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,6
20160808X744171,091,NONE,CESSNA,172,4.0,1.0,FIXD,2558.0,AIR,N,ANNL,,3372.699951171875,Y,C91A,,Y,PERS,N,SUT ,1415.0,SUT ,N,N,169.0,PLT,M,No,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,6
20160829X358431,091,NONE,CESSNA,172,,1.0,FIXD,2299.0,AIR,N,100H,,6153.5,Y,C91A,New Orleans Aerial Air Tours,Y,OWRK,N,KNEW,,KNEW,Y,N,9828.0,PLT,,Yes,Y,,,1,REC,LYCOMING,IO-360,180.0,HP,FINJ,FIXP,4
20160921X231481,091,NONE,CESSNA,172,4.0,1.0,FIXD,2300.0,AIR,N,ANNL,,11227.7001953125,Y,C91A,,Y,INST,N,DTA ,1530.0,DTA ,N,N,54.400001525878906,DSTU,M,No,N,,3,1,REC,LYCOMING,O-360-A4M ,180.0,HP,CARB,FIXP,6
20160927X948241,091,NONE,CESSNA,172,4.0,1.0,FIXD,2299.0,AIR,N,,,,Y,,,Y,PERS,N,W50 ,2215.0,GAI ,N,N,1183.0,PLT,M,No,Y,,U,1,REC,LYCOMING,O-360-A4M,180.0,HP,FINJ,FIXP,6
20161005X134521,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,UNK,,,Y,UNK,,Y,PERS,N,SLC ,2210.0,TVY ,N,N,47.70000076293945,PLT,F,No,N,,3,1,REC,LYCOMING,IO360 SER A&C,180.0,HP,FINJ,FIXP,6
20161129X507311,091,CVFR,CESSNA,172,4.0,1.0,FIXD,2400.0,AIR,N,100H,,7741.7998046875,Y,C91,,Y,INST,Y,VPS ,1400.0,DTS ,N,N,5956.0,FLTI,M,Yes,N,,3,1,REC,LYCOMING,O-320-A4M,180.0,HP,CARB,FIXP,6
20170212X839091,091,NONE,CESSNA,172,4.0,1.0,FIXD,2299.0,AIR,N,100H,23.0,8564.0,Y,C91A,,Y,INST,N,SEE ,2125.0,SEE ,N,N,512.5,FLTI,M,Yes,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,2
20170324X508501,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,100H,,3927.89990234375,Y,UNK,,Y,INST,N,MTN ,1445.0,MTN ,N,N,43.5,DSTU,F,No,N,,3,1,REC,Lycoming,O-360-A4M,180.0,HP,CARB,FIXP,2
20170531X125471,091,NONE,CESSNA,172,4.0,1.0,FIXD,2558.0,AIR,N,COAW,,11927.2998046875,Y,C91A,,Y,INST,N,SEE ,1845.0,SEE ,N,N,38.70000076293945,DSTU,M,No,N,,3,1,REC,Lycoming,IO-360-L2A,180.0,HP,FINJ,FIXP,6
20170606X023151,091,UNK,CESSNA,172,4.0,1.0,FIXD,2558.0,AIR,N,ANNL,,3471.39990234375,Y,C91A,,Y,INST,N,SLC ,2030.0,TVY ,N,N,73.0,DSTU,M,No,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,6
20170613X514061,091,NONE,CESSNA,172,4.0,1.0,FIXD,2250.0,AIR,N,ANNL,,250.1999969482422,Y,C126,,Y,INST,Y,POV ,1500.0,POV ,N,N,1065.25,FLTI,M,Yes,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,6
20170620X711241,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,AAIP,,5813.89990234375,Y,C91A,,Y,INST,Y,LWC ,1450.0,LWC ,N,N,338.0,FLTI,M,Yes,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,4
20170731X625301,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,ANNL,17.0,4013.0,Y,,,Y,PERS,N,DXR ,1425.0,DXR ,N,N,582.0,PLT,M,No,N,,4,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,6
20170918X909311,091,NONE,CESSNA,172,4.0,1.0,FIXD,2400.0,AIR,N,100H,,,Y,UNK,,Y,PERS,N,OFP ,2300.0,W24 ,N,N,351.0,PLT,M,Yes,N,,3,1,REC,LYCOMING,O-320 SERIES,180.0,HP,CARB,FIXP,6
20171113X914001,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,ANNL,,224.1999969482422,Y,C126,,Y,PERS,N,65S ,1945.0,COE ,N,N,396.2000122070313,PLT,M,No,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,2
20171114X413021,091,NONE,CESSNA,172,4.0,1.0,FIXD,2300.0,AIR,N,100H,,4734.0,Y,C91,,Y,INST,N,TTN ,,TTN ,N,N,30.0,PLT,M,No,N,,U,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,6
20171201X949591,091,VFR,CESSNA,172,4.0,1.0,FIXD,2400.0,AIR,N,100H,,5890.10009765625,Y,UNK,,Y,PERS,N,OXB ,2110.0,W00 ,N,N,345.0,PLT,M,No,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,2
20180304X415531,091,NONE,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,ANNL,68.0,6206.89990234375,Y,C126,,Y,PERS,N,MTN ,2253.0,OXB ,N,N,81.0,PLT,M,No,Y,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,6
20180314X546111,091,UNK,CESSNA,172,3.0,1.0,FIXD,2550.0,AIR,N,100H,,3555.800048828125,Y,C126,,Y,INST,Y,DAB ,,SSI ,N,N,396.0,FLTI,,Yes,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,2
20180509X149481,091,NONE,CESSNA,172,4.0,1.0,FIXD,2460.0,AIR,N,UNK,,,Y,UNK,,Y,PERS,N,I69 ,2000.0,I69 ,N,N,286.0,PLT,M,No,N,,3,1,REC,LYCOMING,IO-360-B1E,180.0,HP,FINJ,FIXP,4
20180603X153521,091,VFR,CESSNA,172,4.0,1.0,FIXD,2550.0,AIR,N,100H,,9388.400390625,Y,UNK,,Y,INST,Y,MYF ,2115.0,DVT ,N,N,606.6500091552734,FLTI,M,Yes,N,,3,1,REC,LYCOMING,IO-360-L2A,180.0,HP,FINJ,FIXP,2
20180911X953411,091,VFR,Cessna,172,4.0,1.0,FIXD,2299.0,AIR,N,100H,,8580.7998046875,Y,C91A,,Y,INST,N,BTV ,1630.0,BTV ,N,N,57.400001525878906,DSTU,M,No,N,,3,1,REC,Lycoming,IO-360-L2A,180.0,HP,FINJ,FIXP,6
